year,univ_cd,deungrok_gb,namyeo_gb,inwon_euiye_11,inwon_euiye_12,inwon_euiye_21,inwon_euiye_22,inwon_euihak_11,inwon_euihak_12,inwon_euihak_21,inwon_euihak_22,inwon_euihak_31,inwon_euihak_32,inwon_euihak_41,inwon_euihak_42,inwon_tot,inwon_woiguk
2021-09-13 13:14:14.353000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
2021-09-13 13:14:14.353000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
2021-09-14 08:54:32.801000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-14 08:54:32.817000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-14 08:54:32.817000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-14 08:54:32.817000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-14 08:54:32.817000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-14 08:54:32.817000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-14 08:54:32.817000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-14 08:54:32.833000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-13 14:47:50.754000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-13 14:47:50.754000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2021-09-16 10:52:36.691000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2021-09-16 10:49:55.001000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2021-09-16 10:49:55.001000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2021-09-16 10:49:55.001000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2021-09-16 10:49:55.016000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2021-09-24 13:18:50.626000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-24 13:18:50.626000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-24 13:18:50.641000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-24 13:18:50.641000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-24 13:18:50.641000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-24 13:18:50.641000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-24 13:18:50.641000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-24 13:18:50.641000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-24 13:12:58.098000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-24 13:12:58.098000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-09-29 18:51:33.035000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2021-09-29 19:14:31.968000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2020,UNIV35,3,2,49,45,54,55,47,45,58,58,50,50,47,47,605,0
2021-10-14 13:07:49.757000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2020,UNIV35,3,1,98,89,85,87,80,75,89,89,91,91,82,81,1037,0
2021-10-14 13:07:49.757000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:07:49.757000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:07:49.741000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:07:49.757000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:07:49.757000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:07:49.757000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:07:49.757000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-04-26 16:38:39.440000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-04-26 09:18:55.706000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-04-26 16:53:02.183000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-04-26 09:19:47.652000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-04-26 16:41:11.877000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-04-26 16:41:11.881000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-04-26 09:21:00.516000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-04-26 16:38:39.443000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-04-26 16:53:02.185000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-10-19 16:26:08.560000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2021-10-19 16:26:08.544000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2020,UNIV25,3,1,24,24,25,25,28,26,25,25,23,23,31,31,310,0
2021-10-19 16:26:08.544000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2020,UNIV25,5,2,,,,,0,0,0,0,0,0,0,0,,
2020,UNIV25,3,2,18,17,12,12,7,7,17,17,20,20,13,13,173,0
2021-10-19 16:26:46.659000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2021-10-27 15:42:30.468000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2020,UNIV25,5,1,,,,,0,0,0,0,0,0,0,0,,
2021-10-19 16:26:08.544000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2021-05-03 19:39:50.636000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:39:50.640000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-10-19 10:43:55.816000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-10-19 10:43:55.816000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-10-19 10:43:55.816000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-10-19 10:53:06.469000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-10-19 10:43:55.816000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-10-19 10:43:55.816000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-10-19 10:43:55.816000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-10-19 10:43:55.816000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-10-19 10:31:05.049000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-10-19 10:31:05.049000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-04-28 15:42:40.438000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-04-28 15:42:40.441000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-04-26 15:41:49.362000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-04-26 15:41:49.362000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-04-28 15:42:16.630000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-04-28 15:39:50.182000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-04-22 14:49:12.410000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,
2021-04-22 14:49:12.410000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,
2021-04-22 14:49:12.410000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,
2021-04-22 14:49:12.410000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,
2021-04-22 14:49:12.426000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,
2021-04-22 14:49:12.426000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,
2021-05-06 11:04:20.740000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2019,UNIV07,3,1,77,72,52,50,64,64,71,71,70,70,55,55,771,0
2021-05-06 11:04:20.723000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-05-06 11:04:20.729000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2019,UNIV07,3,2,32,29,22,22,48,48,45,45,27,27,58,58,461,0
2021-05-06 11:04:20.739000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-05-06 11:04:20.736000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-05-06 11:04:20.743000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-05-06 11:04:20.742000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2021-05-06 11:04:20.733000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,
2019,UNIV18,3,2,32,31,24,24,30,29,36,37,34,34,31,31,373,0
2021-04-23 10:53:11.642000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019,UNIV18,3,1,88,87,95,96,97,97,87,83,77,77,89,89,1062,0
2021-04-23 10:42:54.238000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019,UNIV18,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,
2021-04-23 10:58:58.685000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-04-23 10:49:19.929000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-04-23 10:42:54.235000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-04-23 10:19:50.879000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2021-04-23 10:53:11.645000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019,UNIV19,3,1,74,73,64,57,68,64,83,80,65,65,72,72,837,0
2019,UNIV19,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,
2021-04-23 11:11:40.118000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-04-23 11:02:05.301000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-04-23 11:02:05.303000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019,UNIV19,3,2,31,31,23,23,48,48,34,33,31,31,29,29,391,0
2021-04-23 11:02:05.298000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-04-23 11:12:06.210000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-04-23 11:02:05.296000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-04-23 11:11:40.114000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-04-26 16:53:13.556000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-04-28 15:44:35.407000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-04-28 15:44:35.409000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-05-04 09:31:54.650000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2021-05-04 09:58:50.392000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2021-04-29 16:02:27.964000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2021-05-03 19:18:57.478000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:39:50.632000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:39:50.634000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:39:50.630000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:39:50.628000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:28:06.433000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:28:06.433000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:39:20.303000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:39:20.305000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-11-05 15:28:54.650000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,
2021-11-05 15:28:54.647000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,
2021-11-05 15:28:54.639000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,
2021-11-05 15:28:54.637000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,
2020,UNIV26,3,2,28,26,30,30,17,15,30,26,25,25,22,22,296,0
2021-11-05 15:28:54.644000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,
2020,UNIV26,3,1,64,52,59,59,87,85,41,49,60,60,78,70,764,0
2021-11-05 15:28:54.633000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,
2021-11-05 15:28:54.652000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,
2021-11-05 15:28:54.642000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,
2021-10-28 16:17:02.588000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2021-10-28 16:17:02.592000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2021-10-28 16:17:02.594000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2021-10-28 16:17:02.597000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2021-10-28 16:17:02.608000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2021-10-28 16:17:02.608000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2021-10-25 10:56:22.356000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-10-25 10:56:22.358000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-10-25 10:56:22.360000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-10-25 10:47:00.037000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-10-25 10:38:40.000000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-10-25 10:38:40.000000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-10-25 13:01:47.061000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-10-25 13:01:47.065000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-10-25 13:01:47.063000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-10-25 13:01:47.068000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-09-02 12:42:00.788000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-02 12:42:00.788000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-02 12:42:00.788000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-02 12:42:00.788000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-02 12:42:00.788000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-02 12:42:00.804000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-02 13:05:57.116000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-02 13:05:57.116000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-02 12:42:00.819000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-02 12:42:00.819000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-09-09 14:00:42.517000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2020,UNIV34,3,2,37,36,20,19,28,28,21,21,29,29,29,29,326,0
2020,UNIV34,3,1,40,40,58,60,55,49,48,50,44,45,39,39,567,0
2021-09-13 15:50:34.320000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2021-09-09 14:19:21.951000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2021-09-13 15:50:34.320000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2021-09-09 13:58:40.340000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2021-09-09 14:01:13.423000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2021-09-23 17:56:07.795000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2021-09-23 18:02:28.569000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2021-10-29 17:32:30.815000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2021-10-29 17:32:30.817000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2021-10-29 17:32:00.231000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2021-10-29 17:32:00.233000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2021-10-29 17:32:00.235000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2021-10-29 17:32:00.237000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2021-10-29 17:32:00.247000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2021-10-29 17:32:00.247000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2021-09-23 15:24:50.618000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-09-23 15:21:37.464000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-09-23 15:21:37.466000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-09-23 15:21:37.468000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-11-03 11:20:10.550000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,
2021-11-03 11:20:10.552000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,
2021-11-03 11:30:06.943000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,
2021-11-03 11:12:26.772000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,
2021-11-03 11:12:26.781000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,
2021-11-03 11:12:26.781000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,
2021-11-03 11:14:34.285000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,
2021-11-03 15:57:28.025000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,
2021-11-03 15:56:44.591000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,
2021-11-04 16:25:32.618000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
2021-11-04 16:25:32.622000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
2021-11-04 16:25:32.625000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
2021-11-04 16:25:32.628000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
2021-11-04 16:25:32.630000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
2021-11-04 16:25:32.633000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
2021-11-04 16:25:32.635000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
2021-11-04 16:25:32.638000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
2021-11-04 16:25:32.646000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
2021-11-04 16:25:32.646000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,
