year,univ_cd,gyosil_seq,gyosil_gb,inwon_jeonim_tot_gyosu,inwon_jeonim_tot_bugyosu,inwon_jeonim_tot_jogyosu,inwon_jeonim_male_tot,inwon_jeonim_female_tot,inwon_jeonim_tot_tot,inwon_bongyo,inwon_bijeonim_tot,inwon_jeonim_female_jogyosu,inwon_jeonim_female_bugyosu,inwon_jeonim_male_jogyosu,inwon_bi_euihakgwa,inwon_jeonim_male_gyosu,inwon_jeonim_female_gyosu,inwon_jeonim_male_bugyosu,inwon_bijeonim_imsang,inwon_bijeonim_yeongu,inwon_bijeonim_gita
2021-09-29 09:22:26.517000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.579000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.533000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020,UNIV41,117,17,32,9,12,29,24,53,15,0,7,6,5,34,21,11,3,0,0,0
2020,UNIV41,145,45,247,243,178,454,214,668,232,0,80,83,98,42,196,51,160,0,0,0
2021-09-29 09:58:17.249000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-17 14:07:55.197000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-17 14:08:29.264000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.564000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.486000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-08-26 11:35:16.470000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2020-08-26 11:35:16.454000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2020-08-26 11:35:17.470000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.774000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.862000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.742000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.452000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.837000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.800000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 11:48:46.515000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019-08-08 09:44:50.815000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2018,UNIV02,43,43,478,160,99,557,180,737,564,746,39,45,60,1,382,96,115,422,1,323
2020-11-26 10:33:00.025000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.322000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.666000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019,UNIV41,17,17,33,13,16,35,27,62,16,0,10,5,6,19,21,12,8,0,0,0
2020-11-26 10:33:00.369000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.525000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.635000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.666000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.619000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.494000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.494000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.666000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.635000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.557000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-07 16:57:16.131000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2018,UNIV02,45,45,536,170,107,612,201,813,596,764,39,49,68,41,423,113,121,422,10,332
2018,UNIV02,17,17,55,9,7,51,20,71,32,9,0,4,7,35,39,16,5,0,2,7
2019-08-06 10:45:23.858000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-07 16:57:16.131000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-07 16:57:16.131000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-06 10:49:45.316000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-07 16:57:16.131000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-06 10:56:58.251000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-06 10:55:03.688000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-06 10:45:23.842000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-06 10:45:23.842000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-06 10:57:55.853000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-06 10:58:28.463000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-07 16:57:16.115000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-06 10:45:23.858000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-06 11:06:13.133000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-07 16:12:43.297000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-07 16:15:00.809000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-21 14:54:09.250000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2018,UNIV24,17,17,37,7,6,42,8,50,35,0,4,2,2,13,35,2,5,0,0,0
2019-07-17 17:34:52.397000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 14:59:42.793000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-17 17:37:20.435000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-17 17:58:29.609000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-17 17:58:29.609000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-17 17:58:29.609000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-17 17:58:29.609000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-17 17:58:29.609000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-17 17:58:55.413000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-28 13:33:59.145000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2020-09-17 15:56:30.862000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019,UNIV35,24,24,2,1,0,3,0,3,2,0,0,0,0,,2,0,1,,,
2020-09-28 13:02:35.450000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019,UNIV35,17,17,29,2,5,30,6,36,23,0,0,1,5,12,24,5,1,0,0,0
2019-07-25 15:19:53.543000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019-07-25 15:21:18.520000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019-07-25 15:22:09.403000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019-07-25 15:23:17.486000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019-07-25 15:27:21.155000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019-08-28 18:53:59.299000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2018,UNIV11,43,43,70,36,40,112,34,146,29,30,15,12,25,0,63,7,24,13,0,17
2018,UNIV11,45,45,87,42,48,138,39,177,30,40,16,15,32,12,79,8,27,13,8,19
2019-08-28 18:55:43.389000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2018,UNIV11,17,17,17,6,8,26,5,31,1,9,1,3,7,12,16,1,3,0,8,1
2019-08-28 18:58:39.431000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 18:59:37.606000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:01:02.716000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:01:43.325000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:12:33.187000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:03:17.422000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:04:03.995000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:04:34.823000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:06:32.527000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:05:59.851000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:07:31.018000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:08:23.195000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:16:44.244000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:09:55.108000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:10:23.378000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:16:14.615000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:12:25.760000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:14:35.359000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:15:08.808000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:15:56.824000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:17:13.113000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:17:49.997000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:18:41.653000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:19:19.609000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:20:06.178000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-21 15:59:02.527000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-24 17:38:29.042000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:57:13.497000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:56:39.648000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-24 17:38:29.042000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:55:35.349000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2018,UNIV24,45,45,167,60,28,215,40,255,230,0,11,12,17,13,150,17,48,0,0,0
2018,UNIV24,43,43,130,53,22,173,32,205,195,0,7,10,15,0,115,15,43,0,0,0
2019-07-24 17:38:29.042000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-24 17:38:29.026000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:51:43.564000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-24 17:38:29.026000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-24 17:38:29.026000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-24 17:38:29.026000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:47:48.313000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:46:02.847000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:45:00.586000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-24 17:38:29.011000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:43:15.377000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:40:35.188000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-08-21 15:38:28.329000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2020-09-24 18:13:58.788000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.992000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.726000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.945000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2018,UNIV09,45,45,74,25,63,120,42,162,89,0,23,6,40,11,61,13,19,0,0,0
2018,UNIV09,43,43,54,21,59,101,33,134,81,0,21,4,38,0,46,8,17,0,0,0
2018,UNIV09,17,17,20,4,4,19,9,28,8,0,2,2,2,11,15,5,2,0,0,0
2019-08-23 15:11:08.983000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:08.983000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:08.998000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:08.998000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:08.998000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:08.998000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:08.998000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.014000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.014000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.014000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.014000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.014000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.030000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.030000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.030000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.030000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.030000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.045000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.045000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.045000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2019-08-23 15:11:09.045000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,
2018,UNIV41,43,43,189,223,193,428,177,605,214,0,82,67,111,2,161,28,156,0,0,0
2018,UNIV41,45,45,222,234,210,464,202,666,230,0,92,70,118,22,182,40,164,0,0,0
2019-08-28 09:38:58.082000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:56.323000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:57.461000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:51.011000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:50.486000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:57.256000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:52.558000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:53.501000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:55.247000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:50.172000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:58.400000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:54.027000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:51.931000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:57.880000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:54.129000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:58.818000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:59.561000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:53.092000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:14.977000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:56.628000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-08-28 09:38:48.795000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:24.930000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:25.038000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:25.160000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:25.172000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2021-09-23 15:03:48.535000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 15:03:48.490000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 15:03:48.341000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2020,UNIV40,17,18,2,2,2,3,3,6,1,3,1,1,1,1,1,1,1,1,1,1
2021-09-23 14:55:59.336000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.383000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.378000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.346000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.360000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.369000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.297000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.376000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.382000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.282000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.363000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.322000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 14:55:59.313000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 15:03:47.941000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 15:07:23.523000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2021-09-23 15:12:15.454000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2020,UNIV40,1,1,2,2,2,3,3,6,1,3,1,1,1,1,1,1,1,1,1,1
2020,UNIV40,18,19,4,4,4,6,6,12,2,6,2,2,2,2,2,2,2,2,2,2
2020,UNIV12,18,18,18,10,7,25,10,35,17,0,5,2,2,,15,3,8,,,
2020,UNIV40,19,20,6,6,6,9,9,18,3,9,3,3,3,3,3,3,3,3,3,3
2020,UNIV40,20,21,8,8,8,12,12,24,4,12,4,4,4,4,4,4,4,4,4,4
2020,UNIV12,19,19,5,3,3,9,2,11,4,0,,2,3,,5,,1,,,
2020,UNIV40,21,22,10,10,10,15,15,30,5,15,5,5,5,5,5,5,5,5,5,5
2021-09-23 15:26:43.551000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2020,UNIV12,20,20,1,3,1,5,0,5,1,0,,0,1,,1,,3,,,
2020,UNIV12,21,21,4,1,0,3,2,5,3,0,0,1,,,3,1,,,,
2020,UNIV12,22,22,2,1,0,3,0,3,1,0,,,0,,2,,1,,,
2020,UNIV12,23,23,7,0,0,7,0,7,4,0,,,0,,7,,0,,,
2021-09-23 15:26:43.554000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2020,UNIV12,24,24,1,0,1,2,0,2,1,0,,,1,,1,,,,,
2020,UNIV40,143,43,660,660,660,990,990,1980,330,990,330,330,330,330,330,330,330,330,330,330
2021-09-23 15:27:38.411000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2020,UNIV40,43,44,54,54,54,81,81,162,27,81,27,27,27,27,27,27,27,27,27,27
2020,UNIV40,25,26,18,18,18,27,27,54,9,27,9,9,9,9,9,9,9,9,9,9
2020,UNIV12,25,25,1,3,2,6,0,6,3,0,0,0,2,0,1,0,3,0,0,0
2020,UNIV40,26,27,20,20,20,30,30,60,10,30,10,10,10,10,10,10,10,10,10,10
2020,UNIV40,27,28,22,22,22,33,33,66,11,33,11,11,11,11,11,11,11,11,11,11
2020,UNIV40,28,29,24,24,24,36,36,72,12,36,12,12,12,12,12,12,12,12,12,12
2020,UNIV40,29,30,26,26,26,39,39,78,13,39,13,13,13,13,13,13,13,13,13,13
2020,UNIV40,30,31,28,28,28,42,42,84,14,42,14,14,14,14,14,14,14,14,14,14
2020,UNIV40,145,45,988,986,986,1481,1479,2960,493,1479,493,493,493,493,495,493,493,493,493,493
2020,UNIV12,26,26,2,1,0,3,0,3,,0,,,,,2,,1,,,
2020,UNIV12,27,27,4,2,3,9,0,9,3,0,,,3,,4,,2,,,
2020,UNIV40,31,32,30,30,30,45,45,90,15,45,15,15,15,15,15,15,15,15,15,15
2020,UNIV40,32,33,32,32,32,48,48,96,16,48,16,16,16,16,16,16,16,16,16,16
