year,univ_cd,gyosil_seq,gyosil_gb,inwon_jeonim_tot_gyosu,inwon_jeonim_tot_bugyosu,inwon_jeonim_tot_jogyosu,inwon_jeonim_male_tot,inwon_jeonim_female_tot,inwon_jeonim_tot_tot,inwon_bongyo,inwon_bijeonim_tot,inwon_jeonim_female_jogyosu,inwon_jeonim_female_bugyosu,inwon_jeonim_male_jogyosu,inwon_bi_euihakgwa,inwon_jeonim_male_gyosu,inwon_jeonim_female_gyosu,inwon_jeonim_male_bugyosu,inwon_bijeonim_imsang,inwon_bijeonim_yeongu,inwon_bijeonim_gita
2020-12-17 09:40:43.810000,YYYY-MM-DD HH24:MI:SS.FF,univ37,,,,,,,,,,,,,,,,,,,
2020-12-17 09:40:43.746000,YYYY-MM-DD HH24:MI:SS.FF,univ37,,,,,,,,,,,,,,,,,,,
2020-12-17 09:40:43.757000,YYYY-MM-DD HH24:MI:SS.FF,univ37,,,,,,,,,,,,,,,,,,,
2020-12-17 09:40:44.073000,YYYY-MM-DD HH24:MI:SS.FF,univ37,,,,,,,,,,,,,,,,,,,
2020-01-29 16:09:45.404000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2018,UNIV34,17,17,19,9,8,25,11,36,19,1,2,6,6,8,16,3,3,0,1,0
2018,UNIV34,45,45,88,46,67,157,44,201,122,57,16,17,51,8,77,11,29,56,1,0
2020-01-29 16:10:42.395000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 16:15:08.447000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 16:15:08.447000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 16:24:18.479000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 16:24:18.479000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.869000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 16:24:18.479000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 16:24:18.495000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 16:25:54.700000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.391000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.391000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2018,UNIV34,43,43,69,37,59,132,33,165,103,56,14,11,45,0,61,8,26,56,0,0
2020-01-29 17:11:56.391000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.391000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.822000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.375000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.375000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.375000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.375000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.838000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.375000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.375000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.359000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.359000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.853000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.853000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.853000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.853000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.853000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.869000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.869000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:09.869000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:11:56.359000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-01-29 17:05:57.944000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,,,,,
2020-08-26 11:35:16.329000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019,UNIV11,17,17,16,5,10,24,7,31,1,10,3,3,7,22,15,1,2,0,7,3
2019,UNIV11,45,45,91,38,53,136,46,182,36,39,21,15,32,23,81,10,23,9,7,23
2020-08-26 11:35:16.345000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2020-08-26 11:35:16.376000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2020-08-26 11:35:17.454000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2020-08-26 11:35:17.423000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2020-08-26 11:35:17.533000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2020-08-26 11:35:16.439000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-27 15:06:54.843000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2019-08-27 15:06:54.869000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2019-08-27 15:00:45.647000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,,,,,,,,,,,,,,,,,
2019-10-01 09:53:11.856000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019-09-30 16:47:47.100000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019-09-30 16:47:47.103000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019-10-01 09:53:11.888000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019-10-01 09:53:11.848000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019-10-01 09:53:11.883000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019-10-01 09:53:11.863000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019-09-24 19:19:48.132000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019-10-01 09:53:11.893000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019-10-01 09:53:11.895000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,
2019,UNIV12,5,5,1,1,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,0
2019,UNIV12,30,30,2,3,1,6,0,6,5,0,0,0,1,0,2,0,3,0,0,0
2020-11-05 14:35:29.659000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2020-11-05 14:35:29.657000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019,UNIV12,38,38,2,1,0,3,0,3,2,0,0,0,0,0,2,0,1,0,0,0
2020-11-05 14:23:43.151000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2020-11-05 14:17:46.993000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019,UNIV12,42,42,2,0,3,5,0,5,0,0,0,0,3,0,2,0,0,0,0,0
2020-11-05 14:35:29.672000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019,UNIV12,4,4,3,1,2,1,5,6,2,0,2,,,,,3,1,,,
2019,UNIV12,34,34,3,0,0,3,0,3,1,0,0,0,0,0,3,0,0,0,0,0
2020-11-05 14:35:29.661000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2020-11-05 14:35:29.674000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019,UNIV12,25,25,1,3,2,6,0,6,3,0,0,0,2,0,1,0,3,0,0,0
2019,UNIV12,12,12,1,0,1,1,1,2,1,0,1,0,0,1,1,0,0,0,0,0
2020-11-05 14:19:59.370000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2020-11-05 14:35:29.644000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2020-11-05 14:35:29.650000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019,UNIV12,11,11,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-11-05 14:35:29.664000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019,UNIV12,43,43,76,39,34,127,22,149,70,0,8,7,26,0,69,7,32,0,0,0
2019,UNIV12,28,28,2,2,1,5,0,5,2,0,0,0,1,0,2,0,2,0,0,0
2019,UNIV12,31,31,8,3,3,11,3,14,11,0,0,2,3,0,7,1,1,0,0,0
2020-11-05 14:35:29.654000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2020-11-05 14:19:59.375000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019,UNIV12,45,45,91,42,40,138,35,173,77,0,13,8,27,6,77,14,34,0,0,0
2019,UNIV12,17,17,15,3,6,11,13,24,7,0,5,1,1,6,8,7,2,0,0,0
2019,UNIV12,1,1,2,0,2,3,1,4,1,0,1,0,1,2,2,0,0,0,0,0
2020-11-05 14:19:59.373000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2020-11-05 14:35:29.652000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2020-11-05 14:35:29.647000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2020-11-05 14:35:29.679000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019,UNIV12,8,8,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2020-11-05 14:35:29.666000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2019,UNIV12,6,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-28 14:50:06.821000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-28 14:46:37.427000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019,UNIV35,26,26,0,1,1,2,0,2,2,0,0,0,1,,0,0,1,,,
2020-09-28 13:00:15.055000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019,UNIV35,9,9,1,0,1,2,0,2,2,0,0,0,1,0,1,0,0,,,
2020-09-28 14:53:45.389000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-28 14:58:15.872000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-17 15:28:18.182000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019,UNIV35,29,29,2,1,1,3,1,4,4,0,0,1,1,,2,0,0,,,
2019,UNIV35,43,43,85,15,35,115,20,135,116,0,9,4,26,1,78,7,11,0,0,0
2019,UNIV35,45,45,114,17,40,145,26,171,139,0,9,5,31,13,102,12,12,0,0,0
2020-09-28 14:46:37.427000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019,UNIV35,4,4,5,0,1,5,1,6,6,0,,,1,0,4,1,,,,
2020-09-17 15:26:31.595000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-28 13:00:15.070000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-28 13:00:15.070000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-28 14:48:09.235000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-17 15:06:35.337000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019,UNIV35,31,31,4,1,3,6,2,8,6,0,2,,1,,4,,1,,,
2020-09-28 14:37:04.151000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-28 14:40:04.406000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019,UNIV35,6,6,4,0,0,4,0,4,1,0,0,0,0,3,4,0,0,,,
2019,UNIV35,25,25,4,0,3,7,0,7,7,0,0,0,3,,4,0,0,,,
2019,UNIV35,3,3,3,0,0,3,0,3,3,0,0,0,0,0,3,0,0,,,
2019,UNIV35,12,12,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,,,
2020-09-28 14:37:57.357000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-17 15:08:39.149000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-17 14:59:28.668000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-28 14:37:04.151000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2020-09-28 14:52:06.729000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-05-06 13:19:27.643000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-05-06 13:19:27.645000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-05-06 13:19:27.648000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-05-06 13:19:27.650000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020-09-29 09:48:19.720000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2020-09-29 09:48:19.720000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2020-09-29 09:48:19.720000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2020-09-29 09:48:19.720000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2020-09-28 15:21:42.222000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2020-09-29 09:48:19.720000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2020-09-28 15:21:42.222000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.196000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:35.884000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.134000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.243000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.181000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.181000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.212000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.243000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:35.868000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:35.696000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:35.884000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:35.884000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:35.837000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.103000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.024000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:35.556000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.165000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.071000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.228000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:36.165000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:35.962000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2020-09-23 16:31:35.352000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,
2019,UNIV32,45,45,107,92,166,205,160,365,34,115,97,38,69,30,82,25,54,98,11,6
2020-09-24 18:14:00.617000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.992000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:01.008000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.820000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.773000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019,UNIV32,17,17,15,4,10,16,13,29,4,9,7,3,3,12,12,3,1,3,4,2
2020-09-24 18:14:01.023000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:01.023000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:01.039000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.914000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.883000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:01.039000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019,UNIV32,43,43,92,88,156,189,147,336,30,106,90,35,66,18,70,22,53,95,7,4
2020-09-24 18:14:00.726000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:13:59.836000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:13:58.632000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.929000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:14:00.929000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2020-09-24 18:13:59.288000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2021-09-16 11:05:19.076000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.775000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.775000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2020,UNIV14,143,43,307,79,13,348,51,399,313,388,3,12,10,6,271,36,67,374,4,10
2020,UNIV14,145,45,383,109,20,436,76,512,369,429,3,18,17,51,328,55,91,399,9,21
2021-09-16 15:52:37.775000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.775000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.775000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.791000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.791000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.791000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.791000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.791000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:52:37.791000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2020,UNIV04,117,17,13,5,6,21,3,24,1,7,2,0,4,17,12,1,5,0,6,1
2020,UNIV04,145,45,57,35,47,108,31,139,34,8,18,5,29,18,49,8,30,0,7,1
2021-09-16 15:57:06.127000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.127000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.127000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.143000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.143000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.143000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.143000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.143000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.143000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.143000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.143000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.159000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.159000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.159000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.159000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.159000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.159000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.159000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.174000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.174000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.174000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.174000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.174000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2021-09-16 15:57:06.174000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,,,,,
2020,UNIV04,143,43,44,29,40,85,28,113,33,0,16,5,24,0,37,7,24,0,0,0
2021-09-17 11:45:54.929000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2021-09-17 12:47:41.650000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.595000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.470000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.579000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.564000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.501000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-09-29 09:22:26.501000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
